grado_celcius,grado_fahrenheit,grado_kelvin
-95020,-171004,-94746.85
-95015,-170995,-94741.85
-95010,-170986,-94736.85
-95005,-170977,-94731.85
-95000,-170968,-94726.85
-94995,-170959,-94721.85
-94990,-170950,-94716.85
-94985,-170941,-94711.85
-94980,-170932,-94706.85
-94975,-170923,-94701.85
-94970,-170914,-94696.85
-94965,-170905,-94691.85
-94960,-170896,-94686.85
-94955,-170887,-94681.85
-94950,-170878,-94676.85
-94945,-170869,-94671.85
-94940,-170860,-94666.85
-94935,-170851,-94661.85
-94930,-170842,-94656.85
-94925,-170833,-94651.85
-94920,-170824,-94646.85
-94915,-170815,-94641.85
-94910,-170806,-94636.85
-94905,-170797,-94631.85
-94900,-170788,-94626.85
-94895,-170779,-94621.85
-94890,-170770,-94616.85
-94885,-170761,-94611.85
-94880,-170752,-94606.85
-94875,-170743,-94601.85
-94870,-170734,-94596.85
-94865,-170725,-94591.85
-94860,-170716,-94586.85
-94855,-170707,-94581.85
-94850,-170698,-94576.85
-94845,-170689,-94571.85
-94840,-170680,-94566.85
-94835,-170671,-94561.85
-94830,-170662,-94556.85
-94825,-170653,-94551.85
-94820,-170644,-94546.85
-94815,-170635,-94541.85
-94810,-170626,-94536.85
-94805,-170617,-94531.85
-94800,-170608,-94526.85
-94795,-170599,-94521.85
-94790,-170590,-94516.85
-94785,-170581,-94511.85
-94780,-170572,-94506.85
-94775,-170563,-94501.85
-94770,-170554,-94496.85
-94765,-170545,-94491.85
-94760,-170536,-94486.85
-94755,-170527,-94481.85
-94750,-170518,-94476.85
-94745,-170509,-94471.85
-94740,-170500,-94466.85
-94735,-170491,-94461.85
-94730,-170482,-94456.85
-94725,-170473,-94451.85
-94720,-170464,-94446.85
-94715,-170455,-94441.85
-94710,-170446,-94436.85
-94705,-170437,-94431.85
-94700,-170428,-94426.85
-94695,-170419,-94421.85
-94690,-170410,-94416.85
-94685,-170401,-94411.85
-94680,-170392,-94406.85
-94675,-170383,-94401.85
-94670,-170374,-94396.85
-94665,-170365,-94391.85
-94660,-170356,-94386.85
-94655,-170347,-94381.85
-94650,-170338,-94376.85
-94645,-170329,-94371.85
-94640,-170320,-94366.85
-94635,-170311,-94361.85
-94630,-170302,-94356.85
-94625,-170293,-94351.85
-94620,-170284,-94346.85
-94615,-170275,-94341.85
-94610,-170266,-94336.85
-94605,-170257,-94331.85
-94600,-170248,-94326.85
-94595,-170239,-94321.85
-94590,-170230,-94316.85
-94585,-170221,-94311.85
-94580,-170212,-94306.85
-94575,-170203,-94301.85
-94570,-170194,-94296.85
-94565,-170185,-94291.85
-94560,-170176,-94286.85
-94555,-170167,-94281.85
-94550,-170158,-94276.85
-94545,-170149,-94271.85
-94540,-170140,-94266.85
-94535,-170131,-94261.85
-94530,-170122,-94256.85
-94525,-170113,-94251.85
-94520,-170104,-94246.85
-94515,-170095,-94241.85
-94510,-170086,-94236.85
-94505,-170077,-94231.85
-94500,-170068,-94226.85
-94495,-170059,-94221.85
-94490,-170050,-94216.85
-94485,-170041,-94211.85
-94480,-170032,-94206.85
-94475,-170023,-94201.85
-94470,-170014,-94196.85
-94465,-170005,-94191.85
-94460,-169996,-94186.85
-94455,-169987,-94181.85
-94450,-169978,-94176.85
-94445,-169969,-94171.85
-94440,-169960,-94166.85
-94435,-169951,-94161.85
-94430,-169942,-94156.85
-94425,-169933,-94151.85
-94420,-169924,-94146.85
-94415,-169915,-94141.85
-94410,-169906,-94136.85
-94405,-169897,-94131.85
-94400,-169888,-94126.85
-94395,-169879,-94121.85
-94390,-169870,-94116.85
-94385,-169861,-94111.85
-94380,-169852,-94106.85
-94375,-169843,-94101.85
-94370,-169834,-94096.85
-94365,-169825,-94091.85
-94360,-169816,-94086.85
-94355,-169807,-94081.85
-94350,-169798,-94076.85
-94345,-169789,-94071.85
-94340,-169780,-94066.85
-94335,-169771,-94061.85
-94330,-169762,-94056.85
-94325,-169753,-94051.85
-94320,-169744,-94046.85
-94315,-169735,-94041.85
-94310,-169726,-94036.85
-94305,-169717,-94031.85
-94300,-169708,-94026.85
-94295,-169699,-94021.85
-94290,-169690,-94016.85
-94285,-169681,-94011.85
-94280,-169672,-94006.85
-94275,-169663,-94001.85
-94270,-169654,-93996.85
-94265,-169645,-93991.85
-94260,-169636,-93986.85
-94255,-169627,-93981.85
-94250,-169618,-93976.85
-94245,-169609,-93971.85
-94240,-169600,-93966.85
-94235,-169591,-93961.85
-94230,-169582,-93956.85
-94225,-169573,-93951.85
-94220,-169564,-93946.85
-94215,-169555,-93941.85
-94210,-169546,-93936.85
-94205,-169537,-93931.85
-94200,-169528,-93926.85
-94195,-169519,-93921.85
-94190,-169510,-93916.85
-94185,-169501,-93911.85
-94180,-169492,-93906.85
-94175,-169483,-93901.85
-94170,-169474,-93896.85
-94165,-169465,-93891.85
-94160,-169456,-93886.85
-94155,-169447,-93881.85
-94150,-169438,-93876.85
-94145,-169429,-93871.85
-94140,-169420,-93866.85
-94135,-169411,-93861.85
-94130,-169402,-93856.85
-94125,-169393,-93851.85
-94120,-169384,-93846.85
-94115,-169375,-93841.85
-94110,-169366,-93836.85
-94105,-169357,-93831.85
-94100,-169348,-93826.85
-94095,-169339,-93821.85
-94090,-169330,-93816.85
-94085,-169321,-93811.85
-94080,-169312,-93806.85
-94075,-169303,-93801.85
-94070,-169294,-93796.85
-94065,-169285,-93791.85
-94060,-169276,-93786.85
-94055,-169267,-93781.85
-94050,-169258,-93776.85
-94045,-169249,-93771.85
-94040,-169240,-93766.85
-94035,-169231,-93761.85
-94030,-169222,-93756.85
-94025,-169213,-93751.85
-94020,-169204,-93746.85
-94015,-169195,-93741.85
-94010,-169186,-93736.85
-94005,-169177,-93731.85
-94000,-169168,-93726.85
-93995,-169159,-93721.85
-93990,-169150,-93716.85
-93985,-169141,-93711.85
-93980,-169132,-93706.85
-93975,-169123,-93701.85
-93970,-169114,-93696.85
-93965,-169105,-93691.85
-93960,-169096,-93686.85
-93955,-169087,-93681.85
-93950,-169078,-93676.85
-93945,-169069,-93671.85
-93940,-169060,-93666.85
-93935,-169051,-93661.85
-93930,-169042,-93656.85
-93925,-169033,-93651.85
-93920,-169024,-93646.85
-93915,-169015,-93641.85
-93910,-169006,-93636.85
-93905,-168997,-93631.85
-93900,-168988,-93626.85
-93895,-168979,-93621.85
-93890,-168970,-93616.85
-93885,-168961,-93611.85
-93880,-168952,-93606.85
-93875,-168943,-93601.85
-93870,-168934,-93596.85
-93865,-168925,-93591.85
-93860,-168916,-93586.85
-93855,-168907,-93581.85
-93850,-168898,-93576.85
-93845,-168889,-93571.85
-93840,-168880,-93566.85
-93835,-168871,-93561.85
-93830,-168862,-93556.85
-93825,-168853,-93551.85
-93820,-168844,-93546.85
-93815,-168835,-93541.85
-93810,-168826,-93536.85
-93805,-168817,-93531.85
-93800,-168808,-93526.85
-93795,-168799,-93521.85
-93790,-168790,-93516.85
-93785,-168781,-93511.85
-93780,-168772,-93506.85
-93775,-168763,-93501.85
-93770,-168754,-93496.85
-93765,-168745,-93491.85
-93760,-168736,-93486.85
-93755,-168727,-93481.85
-93750,-168718,-93476.85
-93745,-168709,-93471.85
-93740,-168700,-93466.85
-93735,-168691,-93461.85
-93730,-168682,-93456.85
-93725,-168673,-93451.85
-93720,-168664,-93446.85
-93715,-168655,-93441.85
-93710,-168646,-93436.85
-93705,-168637,-93431.85
-93700,-168628,-93426.85
-93695,-168619,-93421.85
-93690,-168610,-93416.85
-93685,-168601,-93411.85
-93680,-168592,-93406.85
-93675,-168583,-93401.85
-93670,-168574,-93396.85
-93665,-168565,-93391.85
-93660,-168556,-93386.85
-93655,-168547,-93381.85
-93650,-168538,-93376.85
-93645,-168529,-93371.85
-93640,-168520,-93366.85
-93635,-168511,-93361.85
-93630,-168502,-93356.85
-93625,-168493,-93351.85
-93620,-168484,-93346.85
-93615,-168475,-93341.85
-93610,-168466,-93336.85
-93605,-168457,-93331.85
-93600,-168448,-93326.85
-93595,-168439,-93321.85
-93590,-168430,-93316.85
-93585,-168421,-93311.85
-93580,-168412,-93306.85
-93575,-168403,-93301.85
-93570,-168394,-93296.85
-93565,-168385,-93291.85
-93560,-168376,-93286.85
-93555,-168367,-93281.85
-93550,-168358,-93276.85
-93545,-168349,-93271.85
-93540,-168340,-93266.85
-93535,-168331,-93261.85
-93530,-168322,-93256.85
-93525,-168313,-93251.85
-93520,-168304,-93246.85
-93515,-168295,-93241.85
-93510,-168286,-93236.85
-93505,-168277,-93231.85
-93500,-168268,-93226.85
-93495,-168259,-93221.85
-93490,-168250,-93216.85
-93485,-168241,-93211.85
-93480,-168232,-93206.85
-93475,-168223,-93201.85
-93470,-168214,-93196.85
-93465,-168205,-93191.85
-93460,-168196,-93186.85
-93455,-168187,-93181.85
-93450,-168178,-93176.85
-93445,-168169,-93171.85
-93440,-168160,-93166.85
-93435,-168151,-93161.85
-93430,-168142,-93156.85
-93425,-168133,-93151.85
-93420,-168124,-93146.85
-93415,-168115,-93141.85
-93410,-168106,-93136.85
-93405,-168097,-93131.85
-93400,-168088,-93126.85
-93395,-168079,-93121.85
-93390,-168070,-93116.85
-93385,-168061,-93111.85
-93380,-168052,-93106.85
-93375,-168043,-93101.85
-93370,-168034,-93096.85
-93365,-168025,-93091.85
-93360,-168016,-93086.85
-93355,-168007,-93081.85
-93350,-167998,-93076.85
-93345,-167989,-93071.85
-93340,-167980,-93066.85
-93335,-167971,-93061.85
-93330,-167962,-93056.85
-93325,-167953,-93051.85
-93320,-167944,-93046.85
-93315,-167935,-93041.85
-93310,-167926,-93036.85
-93305,-167917,-93031.85
-93300,-167908,-93026.85
-93295,-167899,-93021.85
-93290,-167890,-93016.85
-93285,-167881,-93011.85
-93280,-167872,-93006.85
-93275,-167863,-93001.85
-93270,-167854,-92996.85
-93265,-167845,-92991.85
-93260,-167836,-92986.85
-93255,-167827,-92981.85
-93250,-167818,-92976.85
-93245,-167809,-92971.85
-93240,-167800,-92966.85
-93235,-167791,-92961.85
-93230,-167782,-92956.85
-93225,-167773,-92951.85
-93220,-167764,-92946.85
-93215,-167755,-92941.85
-93210,-167746,-92936.85
-93205,-167737,-92931.85
-93200,-167728,-92926.85
-93195,-167719,-92921.85
-93190,-167710,-92916.85
-93185,-167701,-92911.85
-93180,-167692,-92906.85
-93175,-167683,-92901.85
-93170,-167674,-92896.85
-93165,-167665,-92891.85
-93160,-167656,-92886.85
-93155,-167647,-92881.85
-93150,-167638,-92876.85
-93145,-167629,-92871.85
-93140,-167620,-92866.85
-93135,-167611,-92861.85
-93130,-167602,-92856.85
-93125,-167593,-92851.85
-93120,-167584,-92846.85
-93115,-167575,-92841.85
-93110,-167566,-92836.85
-93105,-167557,-92831.85
-93100,-167548,-92826.85
-93095,-167539,-92821.85
-93090,-167530,-92816.85
-93085,-167521,-92811.85
-93080,-167512,-92806.85
-93075,-167503,-92801.85
-93070,-167494,-92796.85
-93065,-167485,-92791.85
-93060,-167476,-92786.85
-93055,-167467,-92781.85
-93050,-167458,-92776.85
-93045,-167449,-92771.85
-93040,-167440,-92766.85
-93035,-167431,-92761.85
-93030,-167422,-92756.85
-93025,-167413,-92751.85
-93020,-167404,-92746.85
-93015,-167395,-92741.85
-93010,-167386,-92736.85
-93005,-167377,-92731.85
-93000,-167368,-92726.85
-92995,-167359,-92721.85
-92990,-167350,-92716.85
-92985,-167341,-92711.85
-92980,-167332,-92706.85
-92975,-167323,-92701.85
-92970,-167314,-92696.85
-92965,-167305,-92691.85
-92960,-167296,-92686.85
-92955,-167287,-92681.85
-92950,-167278,-92676.85
-92945,-167269,-92671.85
-92940,-167260,-92666.85
-92935,-167251,-92661.85
-92930,-167242,-92656.85
-92925,-167233,-92651.85
-92920,-167224,-92646.85
-92915,-167215,-92641.85
-92910,-167206,-92636.85
-92905,-167197,-92631.85
-92900,-167188,-92626.85
-92895,-167179,-92621.85
-92890,-167170,-92616.85
-92885,-167161,-92611.85
-92880,-167152,-92606.85
-92875,-167143,-92601.85
-92870,-167134,-92596.85
-92865,-167125,-92591.85
-92860,-167116,-92586.85
-92855,-167107,-92581.85
-92850,-167098,-92576.85
-92845,-167089,-92571.85
-92840,-167080,-92566.85
-92835,-167071,-92561.85
-92830,-167062,-92556.85
-92825,-167053,-92551.85
-92820,-167044,-92546.85
-92815,-167035,-92541.85
-92810,-167026,-92536.85
-92805,-167017,-92531.85
-92800,-167008,-92526.85
-92795,-166999,-92521.85
-92790,-166990,-92516.85
-92785,-166981,-92511.85
-92780,-166972,-92506.85
-92775,-166963,-92501.85
-92770,-166954,-92496.85
-92765,-166945,-92491.85
-92760,-166936,-92486.85
-92755,-166927,-92481.85
-92750,-166918,-92476.85
-92745,-166909,-92471.85
-92740,-166900,-92466.85
-92735,-166891,-92461.85
-92730,-166882,-92456.85
-92725,-166873,-92451.85
-92720,-166864,-92446.85
-92715,-166855,-92441.85
-92710,-166846,-92436.85
-92705,-166837,-92431.85
-92700,-166828,-92426.85
-92695,-166819,-92421.85
-92690,-166810,-92416.85
-92685,-166801,-92411.85
-92680,-166792,-92406.85
-92675,-166783,-92401.85
-92670,-166774,-92396.85
-92665,-166765,-92391.85
-92660,-166756,-92386.85
-92655,-166747,-92381.85
-92650,-166738,-92376.85
-92645,-166729,-92371.85
-92640,-166720,-92366.85
-92635,-166711,-92361.85
-92630,-166702,-92356.85
-92625,-166693,-92351.85
-92620,-166684,-92346.85
-92615,-166675,-92341.85
-92610,-166666,-92336.85
-92605,-166657,-92331.85
-92600,-166648,-92326.85
-92595,-166639,-92321.85
-92590,-166630,-92316.85
-92585,-166621,-92311.85
-92580,-166612,-92306.85
-92575,-166603,-92301.85
-92570,-166594,-92296.85
-92565,-166585,-92291.85
-92560,-166576,-92286.85
-92555,-166567,-92281.85
-92550,-166558,-92276.85
-92545,-166549,-92271.85
-92540,-166540,-92266.85
-92535,-166531,-92261.85
-92530,-166522,-92256.85
-92525,-166513,-92251.85
-92520,-166504,-92246.85
-92515,-166495,-92241.85
-92510,-166486,-92236.85
-92505,-166477,-92231.85
-92500,-166468,-92226.85
-92495,-166459,-92221.85
-92490,-166450,-92216.85
-92485,-166441,-92211.85
-92480,-166432,-92206.85
-92475,-166423,-92201.85
-92470,-166414,-92196.85
-92465,-166405,-92191.85
-92460,-166396,-92186.85
-92455,-166387,-92181.85
-92450,-166378,-92176.85
-92445,-166369,-92171.85
-92440,-166360,-92166.85
-92435,-166351,-92161.85
-92430,-166342,-92156.85
-92425,-166333,-92151.85
-92420,-166324,-92146.85
-92415,-166315,-92141.85
-92410,-166306,-92136.85
-92405,-166297,-92131.85
-92400,-166288,-92126.85
-92395,-166279,-92121.85
-92390,-166270,-92116.85
-92385,-166261,-92111.85
-92380,-166252,-92106.85
-92375,-166243,-92101.85
-92370,-166234,-92096.85
-92365,-166225,-92091.85
-92360,-166216,-92086.85
-92355,-166207,-92081.85
-92350,-166198,-92076.85
-92345,-166189,-92071.85
-92340,-166180,-92066.85
-92335,-166171,-92061.85
-92330,-166162,-92056.85
-92325,-166153,-92051.85
-92320,-166144,-92046.85
-92315,-166135,-92041.85
-92310,-166126,-92036.85
-92305,-166117,-92031.85
-92300,-166108,-92026.85
-92295,-166099,-92021.85
-92290,-166090,-92016.85
-92285,-166081,-92011.85
-92280,-166072,-92006.85
-92275,-166063,-92001.85
-92270,-166054,-91996.85
-92265,-166045,-91991.85
-92260,-166036,-91986.85
-92255,-166027,-91981.85
-92250,-166018,-91976.85
-92245,-166009,-91971.85
-92240,-166000,-91966.85
-92235,-165991,-91961.85
-92230,-165982,-91956.85
-92225,-165973,-91951.85
-92220,-165964,-91946.85
-92215,-165955,-91941.85
-92210,-165946,-91936.85
-92205,-165937,-91931.85
-92200,-165928,-91926.85
-92195,-165919,-91921.85
-92190,-165910,-91916.85
-92185,-165901,-91911.85
-92180,-165892,-91906.85
-92175,-165883,-91901.85
-92170,-165874,-91896.85
-92165,-165865,-91891.85
-92160,-165856,-91886.85
-92155,-165847,-91881.85
-92150,-165838,-91876.85
-92145,-165829,-91871.85
-92140,-165820,-91866.85
-92135,-165811,-91861.85
-92130,-165802,-91856.85
-92125,-165793,-91851.85
-92120,-165784,-91846.85
-92115,-165775,-91841.85
-92110,-165766,-91836.85
-92105,-165757,-91831.85
-92100,-165748,-91826.85
-92095,-165739,-91821.85
-92090,-165730,-91816.85
-92085,-165721,-91811.85
-92080,-165712,-91806.85
-92075,-165703,-91801.85
-92070,-165694,-91796.85
-92065,-165685,-91791.85
-92060,-165676,-91786.85
-92055,-165667,-91781.85
-92050,-165658,-91776.85
-92045,-165649,-91771.85
-92040,-165640,-91766.85
-92035,-165631,-91761.85
-92030,-165622,-91756.85
-92025,-165613,-91751.85
-92020,-165604,-91746.85
-92015,-165595,-91741.85
-92010,-165586,-91736.85
-92005,-165577,-91731.85
-92000,-165568,-91726.85
-91995,-165559,-91721.85
-91990,-165550,-91716.85
-91985,-165541,-91711.85
-91980,-165532,-91706.85
-91975,-165523,-91701.85
-91970,-165514,-91696.85
-91965,-165505,-91691.85
-91960,-165496,-91686.85
-91955,-165487,-91681.85
-91950,-165478,-91676.85
-91945,-165469,-91671.85
-91940,-165460,-91666.85
-91935,-165451,-91661.85
-91930,-165442,-91656.85
-91925,-165433,-91651.85
-91920,-165424,-91646.85
-91915,-165415,-91641.85
-91910,-165406,-91636.85
-91905,-165397,-91631.85
-91900,-165388,-91626.85
-91895,-165379,-91621.85
-91890,-165370,-91616.85
-91885,-165361,-91611.85
-91880,-165352,-91606.85
-91875,-165343,-91601.85
-91870,-165334,-91596.85
-91865,-165325,-91591.85
-91860,-165316,-91586.85
-91855,-165307,-91581.85
-91850,-165298,-91576.85
-91845,-165289,-91571.85
-91840,-165280,-91566.85
-91835,-165271,-91561.85
-91830,-165262,-91556.85
-91825,-165253,-91551.85
-91820,-165244,-91546.85
-91815,-165235,-91541.85
-91810,-165226,-91536.85
-91805,-165217,-91531.85
-91800,-165208,-91526.85
-91795,-165199,-91521.85
-91790,-165190,-91516.85
-91785,-165181,-91511.85
-91780,-165172,-91506.85
-91775,-165163,-91501.85
-91770,-165154,-91496.85
-91765,-165145,-91491.85
-91760,-165136,-91486.85
-91755,-165127,-91481.85
-91750,-165118,-91476.85
-91745,-165109,-91471.85
-91740,-165100,-91466.85
-91735,-165091,-91461.85
-91730,-165082,-91456.85
-91725,-165073,-91451.85
-91720,-165064,-91446.85
-91715,-165055,-91441.85
-91710,-165046,-91436.85
-91705,-165037,-91431.85
-91700,-165028,-91426.85
-91695,-165019,-91421.85
-91690,-165010,-91416.85
-91685,-165001,-91411.85
-91680,-164992,-91406.85
-91675,-164983,-91401.85
-91670,-164974,-91396.85
-91665,-164965,-91391.85
-91660,-164956,-91386.85
-91655,-164947,-91381.85
-91650,-164938,-91376.85
-91645,-164929,-91371.85
-91640,-164920,-91366.85
-91635,-164911,-91361.85
-91630,-164902,-91356.85
-91625,-164893,-91351.85
-91620,-164884,-91346.85
-91615,-164875,-91341.85
-91610,-164866,-91336.85
-91605,-164857,-91331.85
-91600,-164848,-91326.85
-91595,-164839,-91321.85
-91590,-164830,-91316.85
-91585,-164821,-91311.85
-91580,-164812,-91306.85
-91575,-164803,-91301.85
-91570,-164794,-91296.85
-91565,-164785,-91291.85
-91560,-164776,-91286.85
-91555,-164767,-91281.85
-91550,-164758,-91276.85
-91545,-164749,-91271.85
-91540,-164740,-91266.85
-91535,-164731,-91261.85
-91530,-164722,-91256.85
-91525,-164713,-91251.85
-91520,-164704,-91246.85
-91515,-164695,-91241.85
-91510,-164686,-91236.85
-91505,-164677,-91231.85
-91500,-164668,-91226.85
-91495,-164659,-91221.85
-91490,-164650,-91216.85
-91485,-164641,-91211.85
-91480,-164632,-91206.85
-91475,-164623,-91201.85
-91470,-164614,-91196.85
-91465,-164605,-91191.85
-91460,-164596,-91186.85
-91455,-164587,-91181.85
-91450,-164578,-91176.85
-91445,-164569,-91171.85
-91440,-164560,-91166.85
-91435,-164551,-91161.85
-91430,-164542,-91156.85
-91425,-164533,-91151.85
-91420,-164524,-91146.85
-91415,-164515,-91141.85
-91410,-164506,-91136.85
-91405,-164497,-91131.85
-91400,-164488,-91126.85
-91395,-164479,-91121.85
-91390,-164470,-91116.85
-91385,-164461,-91111.85
-91380,-164452,-91106.85
-91375,-164443,-91101.85
-91370,-164434,-91096.85
-91365,-164425,-91091.85
-91360,-164416,-91086.85
-91355,-164407,-91081.85
-91350,-164398,-91076.85
-91345,-164389,-91071.85
-91340,-164380,-91066.85
-91335,-164371,-91061.85
-91330,-164362,-91056.85
-91325,-164353,-91051.85
-91320,-164344,-91046.85
-91315,-164335,-91041.85
-91310,-164326,-91036.85
-91305,-164317,-91031.85
-91300,-164308,-91026.85
-91295,-164299,-91021.85
-91290,-164290,-91016.85
-91285,-164281,-91011.85
-91280,-164272,-91006.85
-91275,-164263,-91001.85
-91270,-164254,-90996.85
-91265,-164245,-90991.85
-91260,-164236,-90986.85
-91255,-164227,-90981.85
-91250,-164218,-90976.85
-91245,-164209,-90971.85
-91240,-164200,-90966.85
-91235,-164191,-90961.85
-91230,-164182,-90956.85
-91225,-164173,-90951.85
-91220,-164164,-90946.85
-91215,-164155,-90941.85
-91210,-164146,-90936.85
-91205,-164137,-90931.85
-91200,-164128,-90926.85
-91195,-164119,-90921.85
-91190,-164110,-90916.85
-91185,-164101,-90911.85
-91180,-164092,-90906.85
-91175,-164083,-90901.85
-91170,-164074,-90896.85
-91165,-164065,-90891.85
-91160,-164056,-90886.85
-91155,-164047,-90881.85
-91150,-164038,-90876.85
-91145,-164029,-90871.85
-91140,-164020,-90866.85
-91135,-164011,-90861.85
-91130,-164002,-90856.85
-91125,-163993,-90851.85
-91120,-163984,-90846.85
-91115,-163975,-90841.85
-91110,-163966,-90836.85
-91105,-163957,-90831.85
-91100,-163948,-90826.85
-91095,-163939,-90821.85
-91090,-163930,-90816.85
-91085,-163921,-90811.85
-91080,-163912,-90806.85
-91075,-163903,-90801.85
-91070,-163894,-90796.85
-91065,-163885,-90791.85
-91060,-163876,-90786.85
-91055,-163867,-90781.85
-91050,-163858,-90776.85
-91045,-163849,-90771.85
-91040,-163840,-90766.85
-91035,-163831,-90761.85
-91030,-163822,-90756.85
-91025,-163813,-90751.85
-91020,-163804,-90746.85
-91015,-163795,-90741.85
-91010,-163786,-90736.85
