edad,trabajo,estado_civil ,educacion,total_hijos,credito_sin_pago,prestamo_vivienda,prestamo_personal,valor_prestamo,dias_ultimo_pago,tarjetas_credito,contacto,mes,dia_semana,duracion_ultimo_contacto,dias_ultimo_contacto,anterior_contacto,numero_empleados,si_no
45,1,1,7,4,0,0,0,0,0,3,1,8,11,216,0,0,1728,0
28,1,2,7,8,0,1,0,498698,0,2,1,10,11,324,43,2,356,0
32,10,1,7,2,0,0,0,0,0,1,1,8,55,198,0,0,602,0
32,5,2,7,3,0,0,0,0,0,5,1,8,55,157,0,0,196,0
56,3,3,7,8,0,0,1,355945,0,0,2,6,11,311,29,0,1932,0
45,1,3,6,5,0,1,0,38231,0,5,1,11,33,575,15,0,1921,0
29,10,3,4,4,1,1,0,65792,71,5,2,6,33,11,71,0,1791,0
33,10,1,7,3,1,1,0,356011,69,4,1,5,11,182,41,0,1157,0
37,2,1,2,3,1,1,0,384234,19,3,2,6,55,94,10,0,1491,0
51,10,1,4,1,0,0,0,0,0,3,1,11,33,272,0,0,1253,0
32,2,1,3,6,0,-1,-1,0,0,3,2,6,22,31,0,0,979,0
36,2,1,2,2,0,0,0,0,0,1,1,5,22,245,0,1,463,0
36,2,1,8,1,0,0,0,0,0,0,2,6,44,179,0,0,1803,0
32,10,1,4,0,0,0,0,0,0,0,2,6,44,805,0,0,200,0
51,10,1,4,3,0,0,1,457030,0,3,2,6,11,147,87,0,957,0
25,2,1,6,2,-1,0,0,0,0,2,2,6,22,71,0,0,548,0
39,3,1,7,4,0,1,0,470605,0,5,1,9,22,120,86,0,566,0
33,2,1,6,0,0,1,0,119556,0,1,1,5,44,263,83,0,1784,0
32,10,2,4,7,0,1,0,458591,0,0,1,7,44,81,72,0,114,0
35,2,1,6,6,0,1,0,97441,0,2,2,5,33,180,19,0,1512,0
41,10,3,4,4,0,-1,-1,0,0,0,2,10,11,73,0,0,1742,0
44,1,1,7,3,-1,0,0,0,0,5,2,5,33,202,0,0,271,0
34,5,1,7,4,0,0,0,0,0,3,1,4,11,163,0,0,1407,1
27,8,2,5,7,0,1,0,68152,0,2,2,5,33,386,15,0,1997,0
51,2,1,2,3,-1,1,0,496048,0,4,2,7,33,139,35,0,179,0
42,1,1,7,6,-1,0,0,0,0,3,2,5,22,42,0,0,1603,0
61,2,1,5,7,0,0,0,0,0,2,1,10,33,108,0,0,1634,0
48,11,1,4,7,0,1,0,115377,0,2,1,9,11,315,50,0,1019,1
54,3,1,7,5,0,1,0,474851,0,4,1,11,33,159,44,1,1587,0
35,1,2,5,3,0,1,1,405440,0,1,2,5,11,19,89,0,1121,0
48,2,1,6,8,0,0,0,0,0,5,1,8,11,348,0,0,787,0
23,10,2,4,4,0,1,0,99624,0,0,2,7,44,194,48,0,1458,0
33,2,1,3,6,0,0,0,0,0,2,2,5,33,1183,0,0,1179,1
30,1,1,7,6,0,0,0,0,0,2,1,8,11,160,0,0,786,0
25,2,2,5,1,-1,0,1,372412,0,0,1,5,44,338,71,0,1997,0
44,10,2,4,2,-1,0,0,0,0,0,2,5,11,374,0,0,685,0
29,10,2,7,4,0,0,1,14881,0,3,2,7,33,357,90,0,197,0
55,6,1,5,0,0,1,0,113288,0,4,1,8,22,106,20,0,973,0
24,2,2,6,6,-1,0,0,0,0,1,2,7,55,270,0,0,460,0
61,1,1,7,6,0,1,0,85314,0,4,1,4,33,183,70,0,689,0
50,10,1,3,2,-1,0,0,0,0,4,1,5,22,36,0,1,1739,0
37,7,2,7,3,0,1,0,46258,0,5,1,4,44,270,18,1,621,0
33,4,1,4,3,1,1,0,392208,19,2,1,8,44,110,4,0,518,0
48,11,1,7,3,1,1,0,309791,39,5,1,3,11,195,88,0,575,0
57,6,1,6,3,1,1,0,381923,51,2,1,8,55,27,59,0,1691,0
33,5,3,7,1,0,1,0,221125,0,0,1,6,33,63,6,0,845,0
40,4,3,5,2,0,0,0,0,0,2,2,6,33,1449,0,0,1095,1
30,7,2,7,8,0,0,0,0,0,1,1,8,22,58,0,0,1765,0
34,7,1,7,5,0,0,0,0,0,4,1,10,33,201,0,3,1697,1
54,5,3,7,8,0,1,0,34125,0,4,2,5,11,106,44,0,791,0
31,1,1,7,1,0,0,0,0,0,1,1,4,55,170,0,0,1002,0
31,10,2,4,3,0,1,0,220704,0,3,1,8,22,935,78,0,1964,1
53,11,1,6,6,1,1,0,10183,60,3,1,5,22,67,34,0,973,0
43,1,2,7,6,1,1,0,428809,5,0,1,4,11,670,89,1,481,1
36,2,1,6,0,1,1,0,108117,14,2,1,5,22,620,73,0,1543,0
47,1,3,7,3,1,1,0,199607,83,3,1,8,44,507,58,0,417,0
30,10,1,7,5,1,1,1,294887,71,0,1,7,11,204,5,0,1061,1
31,7,1,7,5,1,1,1,421094,21,4,1,11,11,60,20,1,476,0
37,8,2,6,2,0,0,0,0,0,0,1,5,22,348,0,0,305,0
27,2,2,3,1,0,0,0,0,0,4,1,7,22,1508,0,0,1701,1
46,1,1,5,7,0,0,0,0,0,1,2,6,55,354,0,0,36,0
41,10,1,6,0,0,1,0,306827,0,1,1,5,33,66,55,1,1779,0
44,2,1,6,1,0,0,0,0,0,3,2,6,55,109,0,0,1050,0
33,1,1,7,0,0,1,0,324086,0,0,1,5,44,171,30,0,1039,0
58,2,3,2,6,0,0,0,0,0,5,1,8,55,186,0,0,414,1
34,7,1,7,5,0,1,0,414981,0,4,1,11,33,213,52,0,129,0
60,1,2,5,0,0,0,1,393431,0,2,2,5,22,474,31,0,1860,0
29,2,1,2,5,0,0,1,205586,0,5,1,11,33,441,79,0,1693,0
26,1,2,5,8,0,0,0,0,0,4,2,6,44,463,0,0,1577,0
31,8,2,5,5,0,1,0,19691,0,1,2,5,33,17,12,0,163,0
36,8,1,7,6,0,1,0,322055,0,3,1,11,33,86,79,0,1535,0
59,2,1,2,1,-1,0,0,0,0,2,1,7,55,202,0,0,545,0
61,6,1,7,0,0,1,0,371842,0,0,1,4,22,216,50,0,523,1
30,10,1,5,0,0,0,0,0,0,2,1,8,22,142,0,0,743,0
40,6,1,4,2,0,0,0,0,0,4,2,5,22,140,0,0,1513,0
48,10,1,5,1,0,0,0,0,0,5,2,5,55,700,0,0,1323,0
47,8,2,5,0,0,0,0,0,0,5,1,7,22,293,0,0,1006,0
32,10,1,7,1,0,1,0,29582,0,2,1,8,44,402,65,0,1930,0
31,1,1,4,6,-1,1,0,359576,0,2,1,8,55,126,1,0,173,0
33,2,1,6,2,0,1,0,126840,0,0,1,5,22,112,14,0,1522,0
30,8,2,5,2,0,0,0,0,0,2,1,5,22,263,0,0,846,0
49,5,1,7,6,0,1,0,150656,0,5,1,4,44,44,50,0,577,0
53,7,1,7,1,0,1,0,243744,0,3,1,11,55,61,69,0,1799,0
33,1,1,5,5,1,1,0,401977,88,3,1,5,55,176,69,0,366,0
46,8,1,5,0,1,1,0,393673,59,4,1,5,55,6,39,1,729,0
45,1,1,5,3,1,1,0,405070,8,0,2,5,44,695,48,0,1009,1
31,10,2,4,6,1,1,0,374079,34,5,2,5,11,188,58,0,1598,0
28,2,2,6,8,-1,0,0,0,0,2,1,5,33,77,0,0,1773,0
29,1,2,7,3,0,1,1,473221,0,1,1,11,44,736,84,0,1677,1
26,2,2,6,5,0,1,0,491830,0,4,1,7,22,56,11,0,817,0
20,9,2,8,3,0,1,0,426734,0,4,1,4,33,184,34,0,328,1
42,8,1,5,1,0,1,1,349512,0,2,1,5,33,77,41,1,1031,0
31,2,1,6,5,0,1,0,384940,0,3,1,11,44,415,24,0,359,0
56,3,1,7,4,-1,0,1,351971,0,4,1,7,22,41,60,0,1910,0
43,4,3,4,4,0,0,1,111415,0,2,1,8,44,306,81,0,1026,0
44,5,1,5,8,-1,0,1,419496,0,3,1,7,11,292,71,0,919,0
30,1,1,5,0,0,1,0,381837,0,2,1,7,55,362,24,0,297,0
31,1,2,7,5,0,0,0,0,0,2,1,9,55,123,0,0,1588,0
53,3,3,7,0,1,1,0,31684,49,0,1,11,11,107,69,1,281,0
50,6,1,2,0,1,1,0,209439,61,2,2,5,44,855,18,0,26,0
37,11,1,7,7,0,-1,-1,0,0,1,1,5,55,34,0,0,56,0
43,2,1,8,4,-1,0,0,0,0,3,2,5,55,512,0,0,1463,0
45,1,1,6,3,-1,0,0,0,0,0,2,6,55,973,0,0,1946,1
29,1,3,7,0,0,1,0,116943,0,3,1,6,33,238,28,0,298,1
53,8,1,5,5,0,0,0,0,0,3,2,5,33,429,0,0,196,0
34,10,1,7,8,0,0,0,0,0,2,1,4,44,82,0,0,1448,0
72,6,1,5,6,0,0,0,0,0,0,1,11,11,257,0,0,1410,1
25,1,2,7,5,0,1,0,355483,0,4,1,4,44,229,5,0,494,1
46,1,1,5,8,0,0,0,0,0,1,2,6,55,47,0,0,1591,0
39,1,2,5,7,0,0,0,0,0,0,1,7,44,9,0,0,1013,0
57,5,1,7,2,1,1,1,337629,14,1,1,11,55,283,18,1,880,0
24,1,2,4,7,1,1,1,295801,3,3,2,6,11,233,84,0,847,0
40,2,1,3,2,1,1,0,232051,89,0,2,6,22,5,17,0,1273,0
45,8,1,5,3,1,1,0,381537,24,2,2,5,33,349,11,0,518,0
33,3,1,7,4,1,1,0,202686,41,0,2,5,11,130,30,0,1462,0
34,2,1,6,1,0,0,0,0,0,5,2,6,11,157,0,0,1766,0
24,1,2,5,0,0,0,0,0,0,0,1,7,11,452,0,1,1301,1
55,3,3,6,6,0,0,0,0,0,3,1,12,55,415,0,0,663,1
54,2,1,3,4,-1,1,0,139747,0,1,2,7,22,34,82,0,330,0
32,10,2,7,4,0,0,0,0,0,2,1,8,55,182,0,0,1663,0
27,9,2,5,4,0,0,0,0,0,4,1,3,55,219,0,0,1146,1
45,5,1,7,6,0,1,1,198605,0,3,1,5,44,265,69,0,1126,0
47,8,3,6,2,-1,0,0,0,0,3,1,7,11,678,0,0,1376,0
29,8,1,5,0,0,0,0,0,0,1,2,5,22,189,0,0,1337,0
42,1,2,7,5,-1,1,1,299937,0,5,1,7,55,115,48,0,1962,0
28,9,2,5,8,0,0,0,0,0,2,1,4,44,319,0,0,1399,0
27,7,2,7,6,0,0,0,0,0,5,1,5,44,367,0,0,363,0
45,1,3,7,8,0,1,0,81356,0,0,1,5,11,197,90,0,1013,0
45,3,1,2,5,0,1,0,388126,0,4,1,11,22,167,80,0,532,0
33,5,2,7,8,0,0,0,0,0,3,2,5,22,125,0,0,842,0
36,10,1,4,3,0,0,0,0,0,2,1,7,22,71,0,0,655,0
34,10,2,5,1,0,1,0,295333,0,5,2,7,55,106,44,0,462,0
30,10,2,7,3,0,0,0,0,0,3,1,8,55,360,0,0,1681,0
33,2,1,2,4,0,1,0,337186,0,5,1,7,33,273,2,0,1186,0
56,2,1,2,8,-1,0,0,0,0,2,2,6,33,36,0,0,552,0
58,2,1,2,5,-1,0,0,0,0,4,2,6,55,326,0,0,1836,0
52,1,1,5,4,0,0,0,0,0,0,1,11,55,157,0,0,168,0
52,4,1,2,3,0,0,0,0,0,3,1,7,55,479,0,0,1944,0
36,1,3,7,3,-1,1,1,442722,0,3,1,7,33,103,22,0,1842,0
36,1,2,7,4,1,1,1,202751,82,0,1,11,33,118,51,0,1027,0
53,2,1,2,8,1,1,0,454443,30,4,1,8,11,144,90,0,646,0
52,4,1,2,0,1,1,0,285151,43,1,1,8,11,197,89,0,290,0
47,10,1,4,0,1,1,0,292775,83,1,2,5,44,69,85,0,1040,0
37,7,3,7,1,1,1,0,339897,57,2,2,5,11,596,90,0,604,0
25,2,2,6,0,1,1,0,109985,43,0,2,5,44,113,64,0,369,0
32,2,1,3,8,0,0,0,0,0,5,1,7,22,59,0,0,9,0
34,1,2,7,5,0,0,0,0,0,2,1,5,55,101,0,1,1535,0
39,1,1,5,4,0,1,0,231379,0,0,2,6,44,337,17,0,1502,0
52,10,1,4,5,0,1,1,365577,0,3,2,11,22,285,71,1,1089,0
48,1,2,7,5,0,1,0,98029,0,4,2,6,44,1082,8,0,1504,0
48,3,1,6,2,0,1,0,208539,0,4,1,7,33,44,20,0,1711,0
50,2,2,6,2,-1,0,0,0,0,4,2,5,55,165,0,0,1818,0
55,5,2,2,2,0,1,0,495492,0,2,2,6,33,89,9,0,577,0
38,2,1,6,7,0,1,0,173317,0,0,1,11,22,154,8,0,1132,0
46,1,1,5,7,0,1,0,469575,0,5,1,8,44,91,21,0,1550,0
31,8,2,5,3,0,1,0,420395,0,0,1,5,11,206,43,0,437,0
27,10,1,4,3,0,0,0,0,0,4,1,7,44,102,0,0,978,0
50,2,1,2,7,0,0,0,0,0,5,1,5,22,166,0,1,880,0
52,8,3,8,7,1,1,1,223991,65,3,2,5,55,306,40,0,1323,0
44,1,1,7,0,1,1,1,206303,86,3,2,5,11,398,49,0,1414,0
35,10,2,4,8,1,1,0,307084,78,3,1,7,22,577,33,1,230,1
47,5,3,3,7,1,1,1,89490,84,0,2,5,55,353,46,0,1297,0
32,1,2,7,5,0,0,0,0,0,3,1,7,44,152,0,0,79,0
34,8,1,6,3,1,1,1,375630,67,3,2,5,11,437,13,1,1597,0
40,1,2,5,6,1,0,1,69289,45,4,1,5,33,172,56,0,1701,0
56,8,1,2,6,1,1,1,308085,76,3,2,5,55,166,40,0,572,0
48,1,1,7,7,1,1,0,433689,23,4,1,8,44,321,87,0,932,0
42,1,1,6,8,1,1,0,400006,43,2,1,7,11,163,32,0,244,0
48,1,3,5,0,1,1,0,228593,81,4,1,11,11,309,44,0,1404,0
39,3,1,5,7,0,1,0,285150,0,3,1,7,44,244,42,0,1293,0
46,2,1,6,5,1,1,0,226765,7,1,1,11,11,132,85,0,1842,0
41,10,1,6,3,0,1,0,192473,0,0,2,5,22,420,10,0,1357,0
56,5,3,7,1,0,0,0,0,0,5,2,6,11,252,0,0,1006,0
25,1,1,7,1,0,0,0,0,0,3,1,3,55,243,0,0,1148,1
24,2,2,5,1,0,0,0,0,0,3,1,7,55,482,0,0,1177,0
24,8,2,5,7,0,1,0,109455,0,4,2,6,11,920,33,0,444,0
39,10,2,5,1,0,0,0,0,0,3,1,8,11,177,0,0,1211,0
42,5,1,3,8,0,1,1,266213,0,5,1,11,55,81,21,1,1314,0
35,10,2,7,7,0,0,1,198366,0,1,1,8,33,174,72,0,1398,0
57,6,2,5,0,0,0,0,0,0,1,2,5,11,53,0,0,871,0
29,8,1,8,7,1,1,1,349231,59,2,1,7,33,268,60,0,1234,0
35,1,2,7,2,1,1,0,285083,49,1,1,8,55,176,20,0,1780,0
37,2,1,3,5,1,1,0,299073,27,4,1,4,11,724,59,0,1509,0
42,10,2,5,6,1,1,0,173234,62,2,2,6,33,457,2,0,1141,0
36,8,1,5,8,-1,0,0,0,0,1,1,5,55,89,0,0,122,0
41,2,2,3,5,-1,0,0,0,0,2,1,7,33,92,0,0,47,0
47,2,1,6,6,0,1,0,315561,0,5,1,8,11,110,79,0,1198,0
47,2,1,2,3,1,1,0,205504,85,0,1,8,11,729,51,0,466,0
44,2,1,6,3,1,1,0,134739,43,3,1,5,11,144,18,1,1221,0
29,8,1,5,4,1,1,0,153575,13,2,2,5,11,87,7,1,762,0
58,5,1,7,7,1,1,1,176247,72,3,1,5,55,256,18,0,59,0
36,2,1,2,1,1,1,0,325152,71,2,1,11,11,279,17,0,43,0
30,1,2,7,8,1,1,0,446930,17,5,2,7,11,256,20,0,519,0
46,1,2,7,1,0,-1,-1,0,0,5,2,5,33,74,0,0,1233,0
30,5,1,7,8,0,-1,-1,0,0,4,1,7,33,173,0,0,1280,0
30,1,3,5,4,0,0,0,0,0,4,2,6,55,13,0,0,533,0
40,1,3,7,8,0,1,0,44647,0,3,2,5,22,380,43,0,1493,0
27,2,2,3,3,0,1,1,36214,0,5,2,6,33,444,6,0,543,0
50,5,2,7,5,0,0,0,0,0,1,1,7,44,192,0,0,327,0
45,2,1,3,2,-1,0,0,0,0,2,1,7,55,636,0,0,775,0
52,4,1,2,5,-1,0,0,0,0,4,1,8,11,149,0,0,252,0
35,2,1,5,3,1,1,1,328233,14,1,2,5,11,83,78,0,577,0
41,2,1,6,4,1,0,1,73415,14,5,1,4,55,251,33,1,1722,0
41,1,1,7,0,1,1,0,117218,41,5,1,8,44,15,34,0,1197,0
45,1,1,7,3,0,0,0,0,0,2,1,7,33,194,0,1,624,0
30,8,2,5,8,1,1,0,317748,67,5,1,5,33,70,62,0,1172,0
62,6,3,7,1,1,1,0,78981,31,4,2,10,33,129,22,0,1392,0
34,2,2,5,5,0,0,0,0,0,3,1,7,33,118,0,0,1198,0
27,2,2,3,0,0,0,0,0,0,5,2,5,11,350,0,0,1648,0
33,2,1,6,2,1,1,0,56261,77,4,1,7,44,21,70,0,1638,0
30,2,1,6,1,1,1,0,67277,62,3,1,11,55,225,55,0,1059,0
75,6,3,6,2,0,0,0,0,0,0,1,3,11,233,0,0,1608,0
31,3,1,5,8,0,1,1,372497,0,0,1,11,33,112,69,0,859,0
34,1,2,7,6,0,0,0,0,0,2,2,7,22,232,0,0,538,0
29,11,3,5,6,0,0,0,0,0,3,1,10,11,181,0,0,618,0
46,11,1,6,5,0,-1,-1,0,0,2,1,6,22,96,0,0,1714,0
31,2,1,6,4,0,1,0,345371,0,0,1,5,55,122,14,1,337,0
27,10,2,7,2,0,1,0,39020,0,1,1,7,11,258,5,0,1982,0
32,1,2,4,8,0,0,0,0,0,5,2,5,11,131,0,0,1105,0
45,1,2,7,3,0,0,0,0,0,0,1,5,55,582,0,1,781,1
31,1,2,5,3,0,1,0,113889,0,2,1,11,55,59,42,0,1660,0
25,10,2,4,0,0,0,0,0,0,3,2,5,44,22,0,0,200,0
33,2,2,2,0,0,1,0,249898,0,5,1,4,11,108,53,0,162,0
30,8,2,5,6,0,1,0,164841,0,2,1,7,44,70,32,0,1421,0
29,11,2,2,0,1,1,0,128935,53,1,1,11,55,112,25,1,557,0
26,10,2,5,6,1,1,0,132829,43,4,2,5,11,252,18,0,858,0
32,1,2,5,7,1,1,0,488471,76,0,1,5,44,212,21,0,1922,0
29,10,2,5,0,1,1,0,167113,7,5,1,8,11,87,9,0,1385,0
56,6,1,2,1,0,0,0,0,0,5,2,6,22,394,0,0,1014,0
52,5,3,7,4,0,0,1,242725,0,2,2,5,22,116,44,0,1442,0
34,2,1,3,1,-1,0,0,0,0,4,2,6,11,61,0,0,192,0
45,2,1,6,8,0,0,0,0,0,1,2,5,33,135,0,0,569,0
57,10,1,5,2,0,1,0,219586,0,4,1,5,11,758,59,1,1833,0
30,1,1,7,4,0,1,0,100327,0,0,1,8,44,123,60,0,1265,0
28,8,3,5,3,0,1,0,394436,0,3,2,5,33,225,65,0,1508,0
26,10,1,4,6,0,1,0,209402,0,3,2,6,11,181,55,0,1882,0
33,5,1,7,6,0,0,0,0,0,3,1,11,44,133,0,0,707,0
24,8,2,4,5,0,1,0,436271,0,1,1,7,33,349,27,0,808,0
33,8,1,5,0,-1,0,0,0,0,4,2,5,33,227,0,0,222,0
33,5,1,7,8,0,0,1,176921,0,4,2,5,44,206,89,0,1861,0
59,1,1,2,7,-1,1,0,308447,0,3,1,7,44,137,38,0,1069,0
60,1,2,5,3,0,0,0,0,0,0,2,6,55,118,0,0,1373,0
25,9,2,5,3,0,1,0,285734,0,0,1,5,44,959,1,1,1450,1
43,11,2,7,2,0,0,0,0,0,1,2,5,11,404,0,0,1971,0
58,5,1,2,5,-1,0,0,0,0,3,2,6,55,301,0,0,356,0
47,10,1,4,5,0,0,0,0,0,2,1,8,22,364,0,0,1977,0
39,10,2,4,3,0,0,0,0,0,0,2,5,22,15,0,0,973,0
59,6,1,3,8,-1,0,0,0,0,3,2,6,33,235,0,0,35,0
33,1,1,5,6,0,0,0,0,0,2,2,5,55,283,0,0,1337,0
29,10,1,5,1,0,0,0,0,0,5,1,6,55,157,0,0,681,1
47,2,1,2,6,1,1,0,124843,19,1,2,5,55,352,8,0,511,0
24,1,1,4,8,1,1,0,131139,62,5,1,4,11,102,46,1,857,0
37,10,1,4,8,0,0,0,0,0,3,1,4,55,181,0,0,535,0
36,1,3,5,4,0,1,0,389465,0,2,2,5,33,416,82,0,181,0
26,1,1,6,7,0,0,0,0,0,3,1,7,22,878,0,0,1797,1
59,3,1,5,8,0,0,0,0,0,3,2,5,33,145,0,0,1464,0
21,9,2,5,5,0,1,0,380783,0,5,1,4,55,551,70,0,124,1
32,3,1,5,2,0,1,0,94275,0,2,1,7,11,240,78,0,939,0
37,1,1,5,2,0,0,1,194574,0,4,1,4,55,463,13,1,1262,0
47,10,1,4,0,0,0,0,0,0,5,1,7,44,223,0,0,1805,0
31,2,2,2,4,0,1,0,452791,0,2,1,7,44,143,84,0,987,0
38,5,1,6,8,0,1,0,313919,0,5,1,11,22,390,74,0,1806,0
38,11,2,5,4,0,1,0,48532,0,2,2,5,22,597,58,0,433,0
29,1,2,7,1,0,0,0,0,0,5,1,10,11,87,0,1,1237,0
47,10,1,4,0,0,-1,-1,0,0,3,2,5,11,89,0,0,1509,0
26,1,2,5,8,0,0,0,0,0,3,2,5,33,160,0,0,1622,0
41,1,3,5,5,0,0,0,0,0,0,1,4,55,620,0,0,430,0
35,10,2,7,1,0,1,1,480526,0,3,1,8,44,205,58,0,572,0
42,3,1,3,6,0,0,0,0,0,5,2,5,22,179,0,0,970,0
36,10,2,4,7,0,0,0,0,0,4,1,8,11,209,0,0,1128,0
39,4,1,2,4,0,0,0,0,0,0,1,7,33,102,0,0,1875,0
49,10,1,7,6,0,0,0,0,0,0,1,5,44,188,0,1,1291,0
38,2,1,3,7,-1,-1,-1,0,0,3,2,5,44,204,0,0,998,0
37,2,3,6,1,1,1,0,496460,6,0,1,4,44,435,62,1,1370,0
36,5,1,7,5,0,1,1,55651,0,5,1,3,44,94,90,0,1115,0
35,5,2,7,8,0,0,0,0,0,5,1,5,55,296,0,0,1807,0
47,1,1,7,4,0,1,0,450979,0,1,1,8,22,653,62,0,1158,0
33,2,1,6,1,0,0,1,179496,0,3,2,6,22,16,65,0,1914,0
56,5,3,5,2,0,0,0,0,0,1,2,5,22,218,0,0,763,0
31,2,1,6,1,0,1,1,497400,0,5,2,5,33,248,49,0,1386,0
50,5,1,7,0,0,0,0,0,0,3,1,8,55,299,0,0,1670,0
46,1,3,7,2,0,1,0,82495,0,3,2,6,33,165,31,0,150,0
38,10,1,2,4,0,0,1,99884,0,2,1,4,55,244,26,0,383,0
23,2,2,6,3,0,0,0,0,0,2,1,7,44,250,0,1,949,1
56,6,1,4,8,0,1,0,192958,0,0,1,8,11,202,49,0,1918,0
43,5,1,7,7,1,1,0,76573,43,0,2,4,55,141,75,0,615,0
26,2,2,5,5,1,0,1,238694,78,0,2,7,11,251,48,0,1516,0
37,4,2,4,4,1,1,0,497168,6,1,1,7,33,60,60,0,941,0
27,10,2,4,1,0,0,0,0,0,2,1,4,33,72,0,0,1335,0
39,8,2,5,3,0,1,0,217913,0,0,2,6,44,1178,78,0,1264,0
32,10,2,7,0,1,1,0,431095,70,2,1,8,44,271,76,0,1583,0
43,2,1,6,4,1,1,0,278501,63,2,1,5,11,247,54,0,318,0
33,1,2,7,8,1,1,0,141403,86,1,1,8,44,289,64,0,527,0
39,2,1,4,2,1,1,0,188488,30,2,1,5,33,72,72,0,867,0
51,5,1,7,5,1,1,0,250717,16,3,1,8,22,249,23,0,215,1
47,4,1,6,1,0,0,0,0,0,0,1,8,44,135,0,0,95,0
51,2,1,6,8,0,1,0,96025,0,4,2,6,11,159,84,0,867,0
36,5,1,8,3,-1,1,0,318842,0,4,1,7,44,171,34,0,1000,0
29,2,1,3,3,0,0,0,0,0,4,1,5,44,481,0,0,163,1
61,12,2,2,5,0,1,0,395874,0,5,1,5,22,154,21,0,1917,0
36,1,3,5,4,0,0,0,0,0,2,1,4,22,197,0,0,1444,0
30,2,1,5,6,0,1,0,129007,0,1,1,8,55,252,72,0,816,1
38,2,1,6,4,0,0,0,0,0,5,1,7,44,69,0,0,504,0
58,3,1,2,3,0,1,0,352159,0,1,2,11,11,73,34,0,722,0
46,7,1,3,8,-1,1,0,356557,0,1,1,11,22,32,72,1,65,0
61,6,1,2,8,0,1,1,391187,0,4,1,8,55,69,9,1,1922,0
26,8,1,5,6,0,0,1,109530,0,4,1,5,55,676,46,0,1641,0
51,2,1,6,8,0,0,0,0,0,4,2,5,33,279,0,0,868,0
32,8,1,5,7,0,0,0,0,0,4,2,6,11,244,0,0,191,0
41,3,1,7,0,-1,1,0,156829,0,2,2,5,11,239,38,0,1447,0
30,5,1,7,1,0,1,0,453097,0,2,1,3,11,106,15,0,1852,0
34,8,1,5,8,0,1,0,348286,0,1,1,5,55,15,68,0,1864,0
42,12,1,8,6,0,1,0,233731,0,3,1,7,11,48,23,0,1544,0
53,10,1,8,3,0,0,0,0,0,3,2,6,55,51,0,0,1311,0
33,1,1,7,8,0,0,0,0,0,5,1,7,11,145,0,0,1619,0
35,2,1,5,4,0,1,1,21795,0,5,1,7,11,289,38,0,586,0
37,2,1,2,1,0,1,0,310446,0,3,2,5,44,151,5,0,482,0
31,2,1,3,7,0,1,0,27923,0,0,2,5,33,253,4,0,560,0
30,1,1,7,5,0,0,0,0,0,2,2,5,55,294,0,0,87,0
41,2,1,6,0,0,1,0,409404,0,3,2,6,11,119,14,0,54,0
39,4,1,2,2,0,1,0,499587,0,3,1,8,11,417,83,0,1965,0
50,7,1,4,7,0,0,0,0,0,1,1,7,44,73,0,0,378,0
25,1,2,4,6,0,1,0,280431,0,1,1,4,33,114,17,0,343,1
53,1,1,5,0,1,1,0,160044,47,4,1,11,55,50,31,0,40,0
46,5,1,7,1,1,1,0,197078,32,4,2,5,22,716,7,0,1760,0
34,2,1,6,0,1,1,0,481853,8,4,2,5,55,26,42,0,572,0
47,12,3,2,1,-1,0,0,0,0,4,2,5,22,94,0,0,1551,0
41,1,1,3,7,0,0,0,0,0,4,1,4,55,1203,0,1,1361,1
59,6,2,5,6,1,1,0,190016,28,1,1,7,44,143,5,0,1590,0
48,2,1,6,5,1,1,0,456724,29,2,1,8,11,9,68,0,1730,0
48,2,1,6,1,1,1,0,219426,25,3,1,5,55,36,59,0,1733,0
45,1,1,8,2,-1,0,0,0,0,3,1,8,44,7,0,0,1685,0
27,1,2,7,6,0,0,0,0,0,2,1,3,22,238,0,0,1296,1
48,3,2,7,4,0,1,0,343592,0,5,1,7,22,654,55,0,733,0
57,3,1,4,1,1,1,0,238241,22,3,2,8,11,157,59,1,1275,0
33,1,1,4,3,1,1,0,216181,59,0,1,8,55,130,16,0,707,0
37,5,2,7,8,1,1,0,195877,86,2,1,7,33,158,75,0,1075,0
31,8,1,5,6,1,1,0,147699,23,2,2,6,22,170,29,0,1732,0
30,10,2,7,4,1,1,0,421694,8,0,1,5,44,722,4,0,1787,0
53,2,1,6,6,1,1,0,249222,72,3,2,5,22,609,86,0,672,0
45,2,3,2,1,1,1,0,327970,14,5,1,5,11,190,65,1,1730,0
35,7,1,5,2,0,0,0,0,0,4,1,7,11,187,0,0,1688,0
26,1,2,7,1,0,0,0,0,0,5,1,7,55,196,0,3,1400,1
33,5,1,7,5,0,1,0,96829,0,1,1,8,33,113,54,0,1672,0
35,1,1,7,0,0,1,1,369154,0,0,2,5,11,280,14,0,793,0
35,1,1,7,4,0,0,1,174294,0,2,1,8,33,65,73,0,976,0
26,1,1,7,8,0,1,0,21433,0,1,1,3,11,76,9,0,16,0
42,10,1,7,6,0,0,0,0,0,4,1,8,44,161,0,0,948,0
50,2,1,3,8,0,1,0,290870,0,4,1,8,55,433,66,0,360,0
46,2,3,2,2,-1,0,0,0,0,3,2,5,22,152,0,0,1979,0
32,2,3,6,1,0,1,0,188615,0,4,2,11,44,1025,1,0,1697,1
45,1,1,5,8,0,0,0,0,0,3,2,6,11,290,0,0,1350,0
